prid,date_iso,date,call_money_vol_cr,call_money_wacr_pct,treps_vol_cr,treps_wacr_pct,market_repo_vol_cr,market_repo_wacr_pct,net_laf_cr,net_laf_day_cr,net_laf_total_cr
59633,2025-01-29,"January 29, 2025","13,598.84",6.58,"3,58,446.55",6.46,"1,55,029.90",6.59,"2,55,641.71","83,989.00","2,55,641.71"
59645,2025-01-30,"January 30, 2025","14,941.07",6.58,"3,85,768.80",6.55,"1,43,070.44",6.59,"2,22,438.71","50,786.00","2,22,438.71"
59662,2025-01-31,"January 31, 2025","2,607.70",6.53,"8,450.45",6.49,0.00,-,"1,75,081.71","3,429.00","1,75,081.71"
59664,2025-02-01,"February 01, 2025","1,388.90",6.24,"29,352.60",6.06,589.88,4.60,"1,49,405.71","-1,18,994.00","1,49,405.71"
59665,2025-02-02,"February 02, 2025",0.00,-,0.00,-,0.00,-,"1,59,187.71","-99,510.00","1,59,187.71"
59669,2025-02-03,"February 03, 2025","11,834.94",6.56,"4,05,311.75",6.38,"1,58,696.83",6.54,"1,08,486.71","-63,166.00","1,08,486.71"
59674,2025-02-04,"February 04, 2025","17,135.14",6.50,"3,90,143.40",6.27,"1,61,386.03",6.42,"38,215.71","-1,33,437.00","38,215.71"
59681,2025-02-05,"February 05, 2025","11,104.02",6.46,"3,71,578.05",6.25,"1,68,446.60",6.34,"45,005.65","-1,25,989.00","45,005.65"
59691,2025-02-06,"February 06, 2025","14,447.56",6.45,"3,61,611.60",6.25,"1,84,089.88",6.33,"69,755.42","-1,00,669.00","69,755.42"
59714,2025-02-07,"February 07, 2025","14,567.31",6.26,"3,70,891.25",6.26,"1,73,895.29",6.25,"1,07,780.42","99,452.00","1,07,780.42"
59717,2025-02-08,"February 08, 2025",0.00,-,0.00,-,0.00,-,"1,35,183.42","-38,689.00","1,35,183.42"
59718,2025-02-09,"February 09, 2025",0.00,-,0.00,-,0.00,-,"1,32,503.42","-41,424.00","1,32,503.42"
59723,2025-02-10,"February 10, 2025","12,879.97",6.32,"3,80,693.90",6.25,"1,71,142.14",6.35,"1,96,334.42","1,37,996.00","1,96,334.42"
59729,2025-02-11,"February 11, 2025","12,933.60",6.33,"4,15,256.05",6.23,"1,57,425.85",6.32,"1,90,866.81","1,32,100.00","1,90,866.81"
59739,2025-02-12,"February 12, 2025","13,411.47",6.29,"4,03,454.35",6.26,"1,58,648.59",6.30,"2,07,082.81","1,48,316.00","2,07,082.81"
59753,2025-02-13,"February 13, 2025","17,096.91",6.34,"3,75,991.85",6.31,"1,65,791.99",6.35,"2,41,834.81","1,83,068.00","2,41,834.81"
59773,2025-02-14,"February 14, 2025",878.15,5.90,"3,291.45",6.15,61.00,6.00,"2,14,135.27","1,54,570.00","2,14,135.27"
59775,2025-02-15,"February 15, 2025",803.45,5.89,"12,985.10",5.67,530.28,4.84,"1,79,481.27","-1,00,745.00","1,79,481.27"
59776,2025-02-16,"February 16, 2025",0.00,-,0.00,-,0.00,-,"1,80,378.27","-84,553.00","1,80,378.27"
59786,2025-02-17,"February 17, 2025","13,904.85",6.34,"4,25,598.80",6.16,"1,60,868.37",6.32,"1,81,329.27","46,761.00","1,81,329.27"
59793,2025-02-18,"February 18, 2025","14,414.61",6.35,"4,01,857.25",6.25,"1,60,689.05",6.28,"1,67,294.71","-24,227.00","1,67,294.71"
59796,2025-02-19,"February 19, 2025",0.00,-,0.00,-,0.00,-,"1,77,120.71","-78,615.00","1,77,120.71"
59808,2025-02-20,"February 20, 2025","16,460.79",6.35,"3,88,782.20",6.20,"1,66,214.48",6.27,"1,87,571.71","-3,950.00","1,87,571.71"
59831,2025-02-21,"February 21, 2025","12,495.25",6.29,"3,88,401.35",6.18,"1,60,631.66",6.26,"1,92,542.71","58,434.00","1,92,542.71"
59833,2025-02-22,"February 22, 2025",0.00,-,0.00,-,0.00,-,"2,38,021.71","-64,603.00","2,38,021.71"
59834,2025-02-23,"February 23, 2025",0.00,-,0.00,-,0.00,-,"2,37,924.71","-64,691.00","2,37,924.71"
59846,2025-02-24,"February 24, 2025","16,262.22",6.33,"4,15,094.95",6.24,"1,63,441.16",6.29,"1,93,489.71","-39,616.00","1,93,489.71"
59852,2025-02-25,"February 25, 2025","14,886.68",6.31,"4,19,180.40",6.23,"1,58,098.13",6.28,"1,96,171.71","-36,934.00","1,96,171.71"
59854,2025-02-26,"February 26, 2025",0.00,-,0.00,-,0.00,-,"1,96,644.71","-1,01,126.00","1,96,644.71"
59884,2025-02-28,"February 28, 2025","1,111.65",6.18,"3,591.00",6.34,0.00,-,"1,61,068.71","-72,037.00","1,61,068.71"
59886,2025-03-01,"March 01, 2025",965.50,5.91,"18,439.75",6.05,653.34,4.53,"1,28,236.71","-1,12,996.00","1,28,236.71"
59887,2025-03-02,"March 02, 2025",0.00,-,0.00,-,0.00,-,"1,18,213.71","-1,17,056.00","1,18,213.71"
59891,2025-03-03,"March 03, 2025","12,742.85",6.32,"3,90,173.80",6.04,"1,72,735.61",6.23,"1,09,791.71","-1,23,314.00","1,09,791.71"
59896,2025-03-04,"March 04, 2025","13,610.28",6.27,"3,82,192.65",5.93,"1,68,859.58",6.05,"20,416.70","-2,11,896.00","20,416.70"
59905,2025-03-05,"March 05, 2025","13,251.02",6.23,"3,43,188.10",5.90,"1,75,708.01",6.00,"54,476.88","-1,78,080.00","54,476.88"
59918,2025-03-06,"March 06, 2025","14,033.49",6.21,"3,36,760.85",5.87,"1,82,163.69",5.98,"56,909.03","-1,74,421.00","56,909.03"
59937,2025-03-07,"March 07, 2025","16,812.95",6.25,"3,96,328.85",6.13,"1,82,147.71",6.12,"82,464.93","-1,09,046.00","82,464.93"
59939,2025-03-08,"March 08, 2025",0.00,-,0.00,-,0.00,-,"1,45,773.93","-51,220.00","1,45,773.93"
59940,2025-03-09,"March 09, 2025",0.00,-,0.00,-,0.00,-,"1,45,175.93","-51,777.00","1,45,175.93"
59945,2025-03-10,"March 10, 2025","17,279.79",6.26,"3,86,478.40",6.18,"1,75,149.12",6.29,"1,44,856.55","-55,020.00","1,44,856.55"
59954,2025-03-11,"March 11, 2025","15,201.99",6.30,"4,12,273.65",6.13,"1,73,686.79",6.32,"1,04,705.89","-94,640.00","1,04,705.89"
59966,2025-03-12,"March 12, 2025","14,028.48",6.27,"4,02,218.35",6.13,"1,73,907.10",6.30,"1,38,152.89","-61,193.00","1,38,152.89"
59979,2025-03-13,"March 13, 2025","1,350.85",6.04,"3,405.60",6.08,"2,329.72",6.13,"1,54,916.52","-45,866.00","1,54,916.52"
59983,2025-03-14,"March 14, 2025",0.00,-,0.00,-,0.00,-,"2,22,117.52","-32,870.00","2,22,117.52"
59984,2025-03-15,"March 15, 2025","1,461.80",6.05,"25,438.10",6.26,266.49,5.46,"2,10,105.52","-47,804.00","2,10,105.52"
59985,2025-03-16,"March 16, 2025",0.00,-,0.00,-,0.00,-,"2,07,381.52","-47,294.00","2,07,381.52"
59998,2025-03-17,"March 17, 2025","18,275.81",6.34,"4,15,270.25",6.19,"1,77,076.37",6.41,"2,42,911.52","32,269.00","2,42,911.52"
60007,2025-03-18,"March 18, 2025","19,571.59",6.33,"3,95,087.15",6.34,"1,75,111.43",6.45,"2,26,043.52","-8,364.00","2,26,043.52"
60018,2025-03-19,"March 19, 2025","18,500.02",6.37,"3,53,387.05",6.20,"1,81,673.09",6.50,"2,28,682.52","-5,725.00","2,28,682.52"
60028,2025-03-20,"March 20, 2025","17,169.61",6.36,"3,51,382.05",6.16,"1,71,771.83",6.46,"2,32,074.87","-1,884.00","2,32,074.87"
60040,2025-03-21,"March 21, 2025","16,518.82",6.33,"3,90,123.95",6.30,"1,62,325.58",6.39,"2,06,271.37","13,790.00","2,06,271.37"
60042,2025-03-22,"March 22, 2025",0.00,-,0.00,-,0.00,-,"2,61,494.37","-67,198.00","2,61,494.37"
60043,2025-03-23,"March 23, 2025",0.00,-,0.00,-,0.00,-,"2,60,508.37","-68,093.00","2,60,508.37"
60050,2025-03-24,"March 24, 2025","17,773.82",6.31,"4,10,927.65",6.31,"1,64,847.55",6.37,"1,93,451.37","-45,234.00","1,93,451.37"
60058,2025-03-25,"March 25, 2025","18,953.50",6.30,"4,11,280.25",6.21,"1,65,836.08",6.35,"1,57,442.09","-81,243.00","1,57,442.09"
60070,2025-03-26,"March 26, 2025","13,209.17",6.20,"4,14,106.80",6.10,"1,58,230.02",6.23,"40,788.09","-1,51,693.00","40,788.09"
60088,2025-03-27,"March 27, 2025","16,238.23",6.16,"4,06,476.50",6.14,"1,76,079.11",6.14,"13,030.09","-1,79,116.00","13,030.09"
60116,2025-03-28,"March 28, 2025","2,813.50",6.03,"30,904.55",6.18,"2,295.69",6.74,"9,354.09","-1,82,792.00","9,354.09"
60117,2025-03-29,"March 29, 2025",457.45,5.89,"34,317.45",6.06,368.08,4.75,"-71,671.91","-3,46,074.00","-71,671.91"
60118,2025-03-30,"March 30, 2025",0.00,-,0.00,-,0.00,-,"-89,398.91","-3,09,319.00","-89,398.91"
60127,2025-03-31,"March 31, 2025",0.00,-,0.00,-,0.00,-,"-1,21,078.91","-3,76,932.00","-1,21,078.91"
60128,2025-04-01,"April 01, 2025",0.00,-,0.00,-,0.00,-,"-1,42,440.91","-3,54,478.00","-1,42,440.91"
60133,2025-04-02,"April 02, 2025","16,354.78",6.19,"4,25,750.50",5.75,"1,78,131.62",5.96,"-1,93,088.61","-3,84,571.00","-1,93,088.61"
60146,2025-04-03,"April 03, 2025","16,939.32",5.99,"3,88,306.40",5.61,"1,78,887.56",5.76,"-2,16,118.07","-4,05,548.00","-2,16,118.07"
60159,2025-04-04,"April 04, 2025","1,522.60",5.87,"1,680.75",5.82,62.00,5.75,"-1,79,484.01","-2,44,501.00","-1,79,484.01"
60161,2025-04-05,"April 05, 2025","1,528.20",5.77,"16,226.30",5.89,294.43,6.23,"-1,61,024.01","-2,04,883.00","-1,61,024.01"
60162,2025-04-06,"April 06, 2025",0.00,-,0.00,-,0.00,-,"-1,60,791.01","-1,77,748.00","-1,60,791.01"
60166,2025-04-07,"April 07, 2025","17,239.13",6.16,"4,31,084.95",6.11,"2,17,626.40",6.14,"-1,41,274.01","-1,48,340.00","-1,41,274.01"
60175,2025-04-08,"April 08, 2025","14,970.37",6.15,"4,18,997.90",6.06,"2,19,925.71",6.17,"-1,32,864.99","-1,39,724.00","-1,32,864.99"
60194,2025-04-09,"April 09, 2025","14,256.06",5.91,"3,97,245.15",5.76,"2,15,209.76",5.86,"-1,81,839.30","-1,89,644.00","-1,81,839.30"
60196,2025-04-10,"April 10, 2025",0.00,-,0.00,-,0.00,-,"-1,86,057.30","-1,55,346.00","-1,86,057.30"
60213,2025-04-11,"April 11, 2025","14,691.71",5.79,"3,94,644.55",5.73,"2,15,303.06",5.76,"-1,69,303.30","-1,77,108.00","-1,69,303.30"
60215,2025-04-12,"April 12, 2025",0.00,-,0.00,-,0.00,-,"-1,72,149.30","-1,37,518.00","-1,72,149.30"
60216,2025-04-13,"April 13, 2025",0.00,-,0.00,-,0.00,-,"-1,74,663.30","-1,34,789.00","-1,74,663.30"
60217,2025-04-14,"April 14, 2025",0.00,-,0.00,-,0.00,-,"-1,64,596.30","-1,30,683.00","-1,64,596.30"
60225,2025-04-15,"April 15, 2025","14,971.25",5.84,"4,07,428.90",5.74,"2,01,961.26",5.79,"-1,59,725.30","-1,67,530.00","-1,59,725.30"
60235,2025-04-16,"April 16, 2025","18,005.06",5.85,"4,28,281.20",5.71,"1,94,927.67",5.85,"-1,69,845.06",-177844.00,"-1,69,845.06"
60253,2025-04-17,"April 17, 2025","1,373.30",5.50,"3,476.00",5.72,213.97,5.25,"-2,13,939.06","-2,21,938.00","-2,13,939.06"
60255,2025-04-18,"April 18, 2025",0.00,-,0.00,-,0.00,-,"-1,88,477.06","-2,11,020.00","-1,88,477.06"
60256,2025-04-19,"April 19, 2025","1,556.10",5.50,"9,033.00",5.63,358.48,4.55,"-1,00,696.06","-1,28,965.00","-1,00,696.06"
60257,2025-04-20,"April 20, 2025",0.00,-,0.00,-,0.00,-,"-1,00,950.06","-1,01,175.00","-1,00,950.06"
60262,2025-04-21,"April 21, 2025","18,423.34",5.87,"4,16,314.00",5.83,"1,90,944.01",5.90,"-46,235.06","-80,140.00","-46,235.06"
60274,2025-04-22,"April 22, 2025","16,344.62",5.87,"4,28,406.90",5.86,"1,78,167.38",5.98,"-38,243.62","-72,917.00","-38,243.62"
60284,2025-04-23,"April 23, 2025","16,433.95",5.91,"4,23,148.05",5.83,"1,76,708.68",5.97,"-78,690.78","-1,14,453.00","-78,690.78"
60289,2025-04-24,"April 24, 2025","12,680.45",5.85,"4,11,215.45",5.77,"1,95,422.73",5.89,"-1,00,864.78","-1,36,627.00","-1,00,864.78"
60307,2025-04-25,"April 25, 2025","14,474.89",5.86,"4,05,721.70",5.76,"1,94,293.12",5.85,"-1,01,998.78","-1,37,761.00","-1,01,998.78"
60309,2025-04-26,"April 26, 2025",0.00,-,0.00,-,0.00,-,"-1,07,587.78","-1,33,533.00","-1,07,587.78"
60310,2025-04-27,"April 27, 2025",0.00,-,0.00,-,0.00,-,"-1,09,769.78","-1,25,700.00","-1,09,769.78"
60314,2025-04-28,"April 28, 2025","15,719.99",5.87,"4,01,754.30",5.75,"1,89,873.96",5.82,"-90,338.98","-1,24,771.00","-90,338.98"
60327,2025-04-29,"April 29, 2025","16,789.55",5.90,"4,07,447.80",5.85,"1,88,703.54",5.84,"-80,643.79","-1,15,084.00","-80,643.79"
60735,2025-06-27,"June 27, 2025","15,051.98",5.38,"4,06,137.85",5.42,"2,21,441.08",4.98,"-3,00,782.54","-3,07,793.00","-3,00,782.54"
60736,2025-06-28,"June 28, 2025",0.00,-,0.00,-,0.00,-,"-2,59,324.54","-1,55,408.00","-2,59,324.54"
60747,2025-06-30,"June 30, 2025","13,225.85",5.50,"3,96,463.00",5.42,"2,00,456.17",5.38,"-2,61,773.71","-1,84,046.00","-2,61,773.71"
60755,2025-07-01,"July 01, 2025","16,015.92",5.31,"4,61,298.45",5.19,"2,00,852.61",5.21,"-3,31,875.71","-2,54,148.00","-3,31,875.71"
60759,2025-07-02,"July 02, 2025","16,924.02",5.27,"4,29,235.45",5.14,"1,89,448.64",5.20,"-3,74,638.89","-2,95,881.00","-3,74,638.89"
60764,2025-07-03,"July 03, 2025","17,240.47",5.26,"4,15,519.40",5.12,"1,94,980.30",5.20,"-4,04,416.89","-3,25,659.00","-4,04,416.89"
60775,2025-07-04,"July 04, 2025","1,279.55",5.00,"3,957.00",5.00,97.00,5.00,"-4,24,668.89","-4,30,886.00","-4,24,668.89"
60776,2025-07-05,"July 05, 2025","1,535.90",4.91,"7,828.30",4.87,146.51,3.96,"-4,08,343.89","-2,84,939.00","-4,08,343.89"
60777,2025-07-06,"July 06, 2025",0.00,-,0.00,-,0.00,-,"-4,08,699.89","-2,50,311.00","-4,08,699.89"
60790,2025-07-07,"July 07, 2025","17,060.89",5.26,"4,00,746.10",5.11,"1,92,328.36",5.18,"-3,43,836.89","-2,49,814.00","-3,43,836.89"
60794,2025-07-08,"July 08, 2025","18,712.20",5.26,"3,90,353.65",5.13,"1,84,543.48",5.19,"-3,07,211.89","-2,12,949.00","-3,07,211.89"
60800,2025-07-09,"July 09, 2025","17,823.20",5.32,"3,95,112.65",5.29,"1,84,573.20",5.33,"-3,26,719.22","-2,32,270.00","-3,26,719.22"
60808,2025-07-10,"July 10, 2025","19,066.40",5.36,"3,86,756.85",5.25,"1,90,297.90",5.32,"-3,15,352.22","-1,23,543.00","-3,15,352.22"
60822,2025-07-11,"July 11, 2025","15,690.99",5.45,"4,01,112.75",5.30,"1,97,033.19",5.39,"-3,31,620.22","-3,37,501.00","-3,31,620.22"
60823,2025-07-12,"July 12, 2025",0.00,-,0.00,-,0.00,-,"-2,89,630.22","-1,27,808.00","-2,89,630.22"
60824,2025-07-13,"July 13, 2025",0.00,-,0.00,-,0.00,-,"-2,94,224.22","-1,32,371.00","-2,94,224.22"
60829,2025-07-14,"July 14, 2025","15,488.90",5.31,"3,74,506.85",5.19,"1,91,715.20",5.27,"-2,60,951.22","-1,15,199.00","-2,60,951.22"
60836,2025-07-15,"July 15, 2025","16,248.43",5.38,"3,95,077.45",5.30,"1,92,544.59",5.37,"-2,99,765.22","-1,54,013.00","-2,99,765.22"
60843,2025-07-16,"July 16, 2025","19,774.73",5.36,"3,84,694.90",5.28,"1,84,341.05",5.34,"-3,11,405.37","-1,08,185.00","-3,11,405.37"
60851,2025-07-17,"July 17, 2025","18,360.64",5.35,"4,06,012.65",5.28,"1,82,713.18",5.34,"-3,08,696.55","-1,05,471.00","-3,08,696.55"
60860,2025-07-18,"July 18, 2025","1,238.40",5.11,"3,345.50",5.22,140.12,4.76,"-3,09,515.52","-3,15,666.00","-3,09,515.52"
60864,2025-07-19,"July 19, 2025",897.80,5.00,"5,887.85",5.07,105.77,4.60,"-3,06,799.52","-1,10,343.00","-3,06,799.52"
60865,2025-07-20,"July 20, 2025",0.00,-,0.00,-,0.00,-,"-3,04,393.52","-1,02,490.00","-3,04,393.52"
60874,2025-07-21,"July 21, 2025","18,053.92",5.48,"4,14,235.80",5.51,"1,84,961.35",5.51,"-2,39,617.81","-46,102.00","-2,39,617.81"
60879,2025-07-22,"July 22, 2025","17,157.62",5.62,"4,17,073.80",5.69,"1,76,684.55",5.69,"-2,41,924.60","-50,472.00","-2,41,924.60"
60888,2025-07-23,"July 23, 2025","17,346.55",5.73,"4,04,014.05",5.72,"1,79,687.94",5.75,"-2,17,230.79","-27,607.00","-2,17,230.79"
60894,2025-07-24,"July 24, 2025","15,971.76",5.54,"4,10,930.35",5.44,"1,79,185.50",5.53,"-2,55,830.79","-1,16,208.00","-2,55,830.79"
60906,2025-07-25,"July 25, 2025","17,742.32",5.39,"3,88,181.05",5.32,"1,92,068.35",5.39,"-2,87,763.79","-2,98,063.00","-2,87,763.79"
60907,2025-07-26,"July 26, 2025",0.00,-,0.00,-,0.00,-,"-2,46,595.79","-1,19,046.00","-2,46,595.79"
60908,2025-07-27,"July 27, 2025",0.00,-,0.00,-,0.00,-,"-2,48,491.79","-1,20,957.00","-2,48,491.79"
60915,2025-07-28,"July 28, 2025","16,044.93",5.35,"3,88,160.45",5.26,"1,91,849.94",5.32,"-2,23,617.79","-1,08,909.00","-2,23,617.79"
60919,2025-07-29,"July 29, 2025","17,090.36",5.38,"3,99,756.25",5.30,"1,83,875.18",5.38,"-2,68,139.79","-1,53,431.00","-2,68,139.79"
60927,2025-07-30,"July 30, 2025","20,087.24",5.37,"3,97,447.20",5.33,"1,75,488.07",5.35,"-2,54,074.79","-93,308.00","-2,54,074.79"
60936,2025-07-31,"July 31, 2025","18,011.87",5.49,"3,98,426.75",5.43,"1,83,826.13",5.45,"-2,86,387.79","-1,25,621.00","-2,86,387.79"
60946,2025-08-01,"August 01, 2025",950.45,5.04,"6,437.05",5.24,0.00,-,"-3,65,201.79","-3,75,501.00","-3,65,201.79"
60947,2025-08-02,"August 02, 2025","1,089.75",4.95,"9,236.50",5.10,"1,165.05",4.60,"-4,11,606.79","-2,32,638.00","-4,11,606.79"
60948,2025-08-03,"August 03, 2025",0.00,-,0.00,-,0.00,-,"-4,09,619.79","-2,04,626.00","-4,09,619.79"
60952,2025-08-04,"August 04, 2025","15,411.51",5.37,"4,02,397.55",5.22,"1,91,802.07",5.29,"-3,99,964.79","-2,38,469.00","-3,99,964.79"
60956,2025-08-05,"August 05, 2025","15,815.00",5.36,"3,94,438.90",5.20,"1,88,662.53",5.26,"-3,97,132.79","-2,35,637.00","-3,97,132.79"
60969,2025-08-06,"August 06, 2025","16,511.94",5.33,"3,89,060.35",5.20,"1,92,246.61",5.20,"-3,90,650.79","-2,29,155.00","-3,90,650.79"
60979,2025-08-07,"August 07, 2025","20,333.19",5.44,"3,75,738.90",5.39,"1,97,916.24",5.26,"-3,54,931.76","-1,24,143.00","-3,54,931.76"
60991,2025-08-08,"August 08, 2025","14,810.72",5.55,"3,92,741.05",5.47,"2,14,455.05",5.32,"-3,12,788.53","-3,23,129.00","-3,12,788.53"
60994,2025-08-10,"August 10, 2025",0.00,-,0.00,-,0.00,-,"-2,46,779.53","-86,446.00","-2,46,779.53"
60995,2025-08-09,"August 09, 2025",0.00,-,0.00,-,0.00,-,"-2,43,858.53","-83,728.00","-2,43,858.53"
61004,2025-08-11,"August 11, 2025","16,907.59",5.36,"3,87,158.25",5.35,"2,02,920.78",5.19,"-2,77,141.53","-1,41,438.00","-2,77,141.53"
61009,2025-08-12,"August 12, 2025","17,909.75",5.45,"4,05,364.55",5.41,"1,97,505.11",5.33,"-2,62,980.53","-82,487.00","-2,62,980.53"
61020,2025-08-13,"August 13, 2025","13,293.67",5.46,"4,13,411.25",5.36,"1,94,366.96",5.33,"-2,90,261.53","-1,10,113.00","-2,90,261.53"
61036,2025-08-14,"August 14, 2025",673.25,5.22,"1,759.25",5.32,0.00,-,"-3,03,340.53","-3,14,426.00","-3,03,340.53"
61038,2025-08-15,"August 15, 2025",0.00,-,0.00,-,0.00,-,"-3,07,884.53","-1,19,385.00","-3,07,884.53"
61039,2025-08-16,"August 16, 2025",477.65,5.01,"15,686.45",5.05,330.37,3.74,"-3,10,675.53","-1,32,921.00","-3,10,675.53"
61040,2025-08-17,"August 17, 2025",0.00,-,0.00,-,0.00,-,"-3,11,504.53","-1,20,280.00","-3,11,504.53"
61044,2025-08-18,"August 18, 2025","16,504.70",5.40,"4,20,800.50",5.32,"2,00,259.39",5.32,"-3,06,055.24","-1,33,990.00","-3,06,055.24"
61053,2025-08-19,"August 19, 2025","16,735.50",5.43,"4,17,278.35",5.34,"1,94,784.35",5.05,"-2,98,619.24","-1,03,194.00","-2,98,619.24"
61060,2025-08-20,"August 20, 2025","16,699.90",5.47,"4,00,321.15",5.40,"1,98,968.05",4.96,"-2,65,333.24","-69,908.00","-2,65,333.24"
61068,2025-08-21,"August 21, 2025","19,022.22",5.52,"4,15,978.15",5.55,"1,96,101.80",5.13,"-2,17,469.13","-44,772.00","-2,17,469.13"
61078,2025-08-22,"August 22, 2025","17,970.39",5.51,"4,44,453.45",5.51,"2,04,044.63",5.32,"-2,18,866.90","-2,29,852.00","-2,18,866.90"
61079,2025-08-23,"August 23, 2025",0.00,-,0.00,-,0.00,-,"-1,62,204.90","-90,241.00","-1,62,204.90"
61080,2025-08-24,"August 24, 2025",0.00,-,0.00,-,0.00,-,"-1,64,115.90","-92,091.00","-1,64,115.90"
61092,2025-08-25,"August 25, 2025","18,313.38",5.45,"4,36,906.95",5.39,"2,11,600.35",5.39,"-1,79,528.33","-1,14,433.00","-1,79,528.33"
61096,2025-08-26,"August 26, 2025","17,767.78",5.44,"4,56,046.05",5.36,"1,93,823.01",5.37,"-1,90,952.42","-1,26,125.00","-1,90,952.42"
61098,2025-08-27,"August 27, 2025",0.00,-,0.00,-,0.00,-,"-1,83,263.42","-1,14,654.00","-1,83,263.42"
61109,2025-08-28,"August 28, 2025","17,689.02",5.46,"4,47,565.80",5.36,"1,85,240.93",5.38,"-2,37,211.42","-1,72,384.00","-2,37,211.42"
61125,2025-08-29,"August 29, 2025","1,328.45",5.07,"9,477.70",5.32,829.10,4.80,"-2,43,080.42","-2,54,034.00","-2,43,080.42"
61127,2025-08-30,"August 30, 2025",956.00,4.97,"12,805.55",5.17,372.60,3.99,"-2,64,908.42","-1,37,952.00","-2,64,908.42"
61138,2025-09-01,"September 01, 2025","19,090.43",5.42,"4,11,539.75",5.28,"1,87,119.53",5.32,"-2,89,959.42","-1,62,547.00","-2,89,959.42"
61141,2025-09-02,"September 02, 2025","19,453.43",5.39,"4,19,838.50",5.27,"1,96,842.70",5.28,"-3,03,379.34","-1,25,933.00","-3,03,379.34"
61170,2025-09-07,"September 07, 2025",0.00,-,0.00,-,0.00,-,"-2,53,508.46","-1,03,762.00","-2,53,508.46"
61171,2025-09-08,"September 08, 2025",0.00,-,0.00,-,0.00,-,"-2,36,007.46","-92,841.00","-2,36,007.46"
61832,2025-12-16,"December 16, 2025","22,735.79",5.41,"4,46,366.65",5.32,"2,11,013.88",5.36,"60,787.81","27,572.00","60,787.81"
61841,2025-12-17,"December 17, 2025","18,160.19",5.46,"4,39,833.90",5.28,"2,05,109.38",5.32,"68,586.12","-93,475.00","68,586.12"
61850,2025-12-18,"December 18, 2025","16,291.54",5.36,"4,77,284.75",5.15,"1,93,038.24",4.82,"29,910.12","-82,360.00","29,910.12"
61861,2025-12-19,"December 19, 2025",726.50,4.87,"8,267.50",5.06,259.60,4.00,"37,409.83","-1,25,397.00","37,409.83"
61863,2025-12-20,"December 20, 2025",704.25,4.77,"10,161.15",5.07,"1,135.02",4.43,"57,018.83","-1,04,278.00","57,018.83"
61864,2025-12-21,"December 21, 2025",0.00,-,0.00,-,0.00,-,"57,720.83","-92,751.00","57,720.83"
61868,2025-12-22,"December 22, 2025","18,149.59",5.38,"5,03,670.60",5.30,"1,99,071.77",5.26,"54,851.83","-57,902.00","54,851.83"
61878,2025-12-23,"December 23, 2025","16,171.31",5.42,"4,79,202.00",5.23,"2,10,106.69",5.34,"61,636.12","-66,653.00","61,636.12"
61887,2025-12-24,"December 24, 2025","17,445.39",5.47,"4,75,553.65",5.31,"2,08,589.84",5.38,"81,064.77","-32,074.00","81,064.77"
61891,2025-12-25,"December 25, 2025",0.00,-,0.00,-,0.00,-,"84,523.77","-1,12,517.00","84,523.77"
61898,2025-12-26,"December 26, 2025","19,903.06",5.46,"4,57,698.45",5.25,"1,93,728.87",5.40,"62,673.77","51,883.00","62,673.77"
61899,2025-12-27,"December 27, 2025",0.00,-,0.00,-,0.00,-,"63,982.77","-1,30,591.00","63,982.77"
61900,2025-12-28,"December 28, 2025",0.00,-,0.00,-,0.00,-,"62,301.77","-1,32,403.00","62,301.77"
61912,2025-12-29,"December 29, 2025","16,432.00",5.48,"4,64,752.00",5.23,"1,91,598.67",5.38,"71,584.27","-1,42,225.00","71,584.27"
61918,2025-12-30,"December 30, 2025","14,769.98",5.48,"4,51,287.55",5.29,"1,76,918.62",5.44,"8,603.70","-2,184.00","8,603.70"
61936,2025-12-31,"December 31, 2025","9,658.66",5.56,"3,94,577.20",5.33,"1,82,281.78",5.60,"-17,335.30","-1,71,841.00","-17,335.30"
61945,2026-01-01,"January 01, 2026","14,118.97",5.35,"4,39,396.35",5.20,"1,90,923.76",5.32,"-23,865.30","-34,653.00","-23,865.30"
61957,2026-01-02,"January 02, 2026","1,214.30",4.93,"6,228.50",5.25,150.64,5.15,"-61,447.30","-72,130.00","-61,447.30"
61959,2026-01-03,"January 03, 2026","1,065.60",4.75,"18,260.20",5.22,146.23,3.89,"-51,338.30","-86,931.00","-51,338.30"
61960,2026-01-04,"January 04, 2026",0.00,-,0.00,-,0.00,-,"-49,702.30","-82,143.00","-49,702.30"
61976,2026-01-05,"January 05, 2026","18,787.42",5.40,"4,51,651.35",5.15,"1,97,591.86",5.32,"-64,812.30","-1,01,290.00","-64,812.30"
61984,2026-01-06,"January 06, 2026","16,263.37",5.31,"4,62,195.55",5.07,"1,95,043.02",5.25,"-80,134.30","-1,18,082.00","-80,134.30"
61995,2026-01-07,"January 07, 2026","18,861.41",5.30,"4,45,876.75",5.19,"1,95,305.15",5.29,"-35,384.34","-48,943.00","-35,384.34"
62002,2026-01-08,"January 08, 2026","22,210.69",5.40,"4,52,368.30",5.33,"1,93,581.80",5.40,"19,309.66","-13,405.00","19,309.66"
62013,2026-01-09,"January 09, 2026","18,256.21",5.44,"4,65,773.05",5.20,"1,95,207.09",5.44,"-21,299.34","-34,858.00","-21,299.34"
62014,2026-01-10,"January 10, 2026",0.00,-,0.00,-,0.00,-,"-27,471.34","-1,39,417.00","-27,471.34"
